ID,Name
221248,Monikers: The Shut Up & Sit Down Nonsense Box
220193,Chemistry Fluxx
6583,Kung Fu Samurai on Giant Robot Island
158973,Albion's Legacy
2524,StarForce 'Alpha Centauri': Interstellar Conflict in the 25th Century
150605,Candy Chaser
63027,Leviathans
160396,Arcadia
119881,Medioevo Universale
2421,Tell Me: The Grand Quiz Game
165595,JamSumo
247733,KOI
165004,ONUS! Rome Vs Carthage
14102,Toss Up!
10523,Victory & Honor
3602,Kriegspiel
2562,Samurai & Katana
213670,Munchkin X-Men
606,Pico 2
1249,Safari Jack
145475,Hobbit Tales from the Green Dragon Inn
22673,Seismic
229006,SpyNet
181867,3 sind eine zu viel!
4667,Eagles: Waterloo
5585,UNO: Harry Potter
40,Borderlands
158882,Elevenses for One
3466,WarpWar
149746,My Little Pony: Collectible Card Game
449,The Great Balloon Race
10431,Epic Armageddon
27802,Anno 1701: Das Kartenspiel
129735,Boom Boom Balloon
15393,Jacks
1072,Wat'n dat!?
241066,Papillon
164775,Monstrous
195456,SPY
172994,Catan: Traveler â€“ Compact Edition
297985,Battle Line: Medieval
4323,VOC! Founding the Dutch East Indies Company
3534,Star Trader
160044,"Warhammer 40,000 (Seventh Edition)"
5757,Bakerstreet
33071,Master Labyrinth
243994,Swordcrafters
200359,Shadowscape
1571,Sanctuary
13284,Cowpoker
179448,Monikers: Shmonikers
173486,Dune: The Dice Game
284291,Bloom Town
197451,Rail Raiders Infinite
181328,Cornwall
2884,Pathfinder
1467,Abduction
130006,Mini Kubb
3408,This Accursed Civil War
240957,Judge Dredd: The Cursed Earth
82702,Funfair
287607,The Mind Extreme
174,T-Rex
6979,Match of the Penguins
158168,NHL Power Play Team-Building Card Game
244320,SOS Dino
241334,Dwar7s Winter
19578,Scene It? Harry Potter
147363,Yu-Gi-Oh! Dice Masters
140163,PandÃ¡nte
261,Olympia 2000 (v. Chr.)
108018,Riichi Mahjong
151275,Ophir
55492,MegaCorps
772,Ausbrecher AG
1826,Whatzit?
67038,Charly
3279,Magi-Nation Duel
37000,Partini
268,Cheops
161762,Wakanda
17991,TAC
34747,Jena 20
22303,Celebrities
81542,Quest: A Time of Heroes
209003,Commands & Colors: Medieval
146548,Imaginarium
7718,The Penguin Ultimatum
10715,CSI: Crime Scene Investigation â€“ The Board Game
285894,Noch mal so gut!
57998,BoÅ¼e Igrzysko
4330,Kanaloa
165967,Great War Commander
24000,Monopoly: Nintendo
37794,Magnifico
9386,IceTowers
57368,The King Commands
287754,Warhammer Underworlds: Beastgrave
5680,Lee vs. Grant: The Wilderness Campaign of 1864
6558,The Secret Door
3313,Traverse
2579,Arctic Front: Battle for Norway
142364,Palmyra
112210,Metro 2033
4279,Flux
202819,Gnomopolis
23656,Chuck-It Chicken!
1794,Risk: Ã‰dition NapolÃ©on
161108,Fleet Commander: 1 â€“ Ignition
2146,Warlock
148036,Risk: Plants vs. Zombies
197061,Fantahzee: Hordes & Heroes
1958,The Game of Nations
13875,Quoridor Kid
286431,Electropolis
129010,Jungle Ascent
265285,Queenz: To bee or not to bee
286160,Godspeed
7086,Guilford
2773,Knights of the Dinner Table: HACK!
11269,Roads to Leningrad
172235,SchrÃ¶dinger's Cats
895,APBA Pro Baseball
145086,Shinobi Clans
3294,Dumm gelaufen!
121015,Tea Time
242740,Magic Maze Kids
5504,Napoleon's Battles
5332,Split (Revised Edition)
155495,KUNE v LAKIA: A Chronicle Of A Royal Lapine Divorce Foretold
244144,Catan Histories: Rise of the Inkas
269069,Pearls
15111,Yahtzee: Texas Hold'em
142556,Rory's Story Cubes: Clues
38707,Bushido: Der Weg des Kriegers
1362,Wit's End
12488,WARS Trading Card Game
18297,Experiment
211454,VOLT
150930,Mad City
38918,Hooop!
130729,Rancho
194923,Techno Bowl: Arcade Football Unplugged
33665,Battle Above the Clouds
255659,Ground Floor (Second Edition)
2256,The Magnificent Race
197760,Ghost Blitz: Spooky Doo
6994,Scrabble Card Game
232980,Dream On!
311,Time Agent
14042,Team Work Original
1628,Elric
24002,Pirate King
799,The Hills Rise Wild!
1965,Mertwig's Maze
194019,Guilds
6749,Busen Memo
243993,La Stanza
91050,Venture Forth
1837,Word Yahtzee
1821,Grant Takes Command
228570,Raging Bulls
24985,Mouse Trap
222821,Powerships
12168,D-Day
189056,Tales & Games: The Pied Piper
470,Road to the White House
261342,Old West Empresario
8689,Bunco
200783,HOP!
266444,Sherlock: 13 Hostages
193328,Blanc-Manger Coco
6614,Finans
4331,Quads
224134,Munchkin Rick and Morty
169743,Moons
4062,Swap!
141035,Space Sheep!
104,Extrablatt
99770,Arcanum
4328,Tony & Tino
25314,Bowling Solitaire
155822,Krosmaster Junior
44558,Beer & Pretzels
9354,Privacy
20952,UNO Junior
920,Ultimate Outburst
68188,"LevÃ©e en Masse: The Wars of the French Revolution, 1789-1802"
62343,Cornucopia
66116,Snapshot
3138,Cairo
10213,Fox and Geese
217531,Wizards Wanted
96026,18OE: On the Rails of the Orient Express
66088,Qâ€¢bitz
176980,Helionox: The Last Sunset
40370,Islas Canarias
153625,Han
2201,Redemption
218,High-Bid
179217,Wonky
1970,Oh-Wah-Ree
144382,Canalis
158100,Speed CupsÂ²
181122,Wrath of Dragons
35599,Witchcraft
28705,Pizza Box Baseball
1916,Shuttles
110160,Old Men of the Forest
1094,Assassin
642,Oodles
29078,Frontiers: Liberty or Death!
140172,Pelican Bay
8521,Whistling Death
63743,The World Cup Card Game 2010
207117,Abandon Planet
41123,Pirate Versus Pirate
17450,Argo
39872,Guess Who? Extra
127561,Resident Evil Deck Building Game: Mercenaries
279135,Cat CafÃ©
32226,Liebe & Intrige
2800,The Ironclads: A Tactical Level Game of Naval Combat in the American Civil War 1861-1865
169275,Pixel Tactics 4
165586,Adventure Tours
124622,In Magnificent Style: Pickett's Charge at Gettysburg
150811,Mega Man: The Board Game
281075,Welcome to New Las Vegas
21469,Spectral Rails
2154,Thunderbolt/Apache Leader
85245,Magician's Kitchen
32253,Caveman
35524,The Princess Bride: Storming the Castle
102690,Villagers & Villains
230315,The Sanctuary: Endangered Species
145493,The King's Armory
490,Warangel
165346,Mint Tin Pirates
244274,The Crusoe Crew
4769,Great War at Sea: The Mediterranean
218126,Whozit?
41875,Trader
190333,Fire of Eidolon
269967,EXIT: Das Spiel â€“ Die KÃ¤nguru-Eskapaden
14054,Akaba
85204,Kings of War
495,Time Pirates
260201,Manitoba
283619,Century: Golem Edition â€“ Eastern Mountains
4962,1914
85000,We Must Tell the Emperor
1891,Portal
3034,Cluedo Super Sleuth
3725,Qwitch
103339,"Reluctant Enemies: Operation Exporter â€“ The Commonwealth Invasion of Lebanon & Syria, June-July, 1941"
2980,The Simpsons Trivia Game
39324,Pass the Popcorn! Game
187976,Covil: The Dark Overlords
180975,Crimson Creek
253379,Cosmic Factory
118293,Mondo Sapiens
2778,Gondor
12829,Ice Cream
753,Panzerkrieg: von Manstein & HeeresGruppe SÃ¼d â€“ August 1941-March 1944
22950,Play Nine
186904,The Champion of the Wild
240464,Cosmic Run: Regeneration
2156,Arch Rival
66797,Heckmeck Junior
159355,Colors of Kasane
225981,Penguin Trap
5177,Drakborgen Legenden
6203,Enemy at the Gates
1407,Alcatraz
232078,Pot de Vin
4085,Leningrad
46530,The Red Dragon Inn: Gambling? I'm In!
5772,What's It To Ya?
1073,Der Schatz der Inka
236245,Sen
192349,Risky Adventure
215918,Oh Captain!
2995,Sniper!
6250,Chez Grunt
1722,Caesar's Legions
258437,Bukiet
221669,Dawn of Peacemakers
18747,"Onward, Christian Soldiers: The Crusades"
19876,Palatinus
158356,Minuscule
217423,Cosmic Run: Rapid Fire
181325,Completto
219276,Dungeon Draft
205078,Barcelona: The Rose of Fire
6549,Pretty Pretty Princess
2792,Coco Crazy
223674,Zombie Tsunami
28047,Covert Action
226562,Immortals
134626,Golden Horn: Von Venedig nach Konstantinopel
166854,Dark Domains
153905,Warband: Against the Darkness
255594,ShipShape
4004,Harry Potter and the Sorcerer's Stone Quidditch Card Game
178450,Side Quest
1371,Mustangs
38287,Beep! Beep!
219621,Walk the Plank: Deluxe Edition
184372,Justice League: Hero Dice â€“ Superman
223726,Destination X
30952,The Witcher: The Adventure Card Game
618,MLB Showdown
32989,Axis Empires: Totaler Krieg!
2249,The Sinking of the Titanic
1447,1841
202207,Virulence: An Infectious Card Game
97093,Cherokee
187515,Zooscape
226860,Battle Kittens
9200,Heroes Incorporated
6982,Mission Command Air
255639,Mesozooic
4839,Berlin '85: The Enemy at the Gates
215469,The Pyramid's Deadline
173291,Spit It Out!
209696,Star Saga
101718,Terra Evolution
42560,The Hell of Stalingrad
23995,No Peace Without Spain! The War of the Spanish Succession 1702-1713
2235,Ido
158837,27th Passenger: A Hunt On Rails
20078,Monmouth
77034,Cat & Chocolate
144567,For the Crown (Second Edition)
218824,Game of Quotes: VerrÃ¼ckte Zitate
3945,Forbidden Bridge
142889,Enemy Coast Ahead: The Dambuster Raid
198414,Dwarven Smithy
102940,Trophy Buck
5369,Hordes of the Things
8495,De Bellis Multitudinis: Wargames Rules for Ancient and Medieval Battles â€“ 3000 BC to 1500 AD
189351,Virus
2447,World War II: European Theater of Operations
23908,Metromania
26946,Ladybohn: Manche mÃ¶gen's heiss!
183521,Monopoly: Star Wars
6187,Avalon
170430,12 Days of Christmas
4023,Frag Deadlands
28018,Trivial Pursuit: Disney Edition
19048,The Nacho Incident
154499,Hot Tin Roof
266446,Sherlock: Paradero Desconocido
21373,Federation Commander: Romulan Border
209641,Warpgate
174260,Waste Knights
293014,Nidavellir
43365,Kansas Pacific
26047,Sid Meier's Civilization: The Card Game
279307,1942 USS Yorktown
209538,Alexandria
68260,FAB: Sicily
210342,Timeline: British History
230050,The Legend of Korra: Pro-Bending Arena
3627,Chaostle
112381,Abaddon
214204,ARGH
170225,DRCongo
623,Swashbuckler: A Game of Swordplay and Derring-do
29140,Tumblin-Dice Jr.
170537,Swords and Bagpipes
581,Tile Chess
18746,Gustav Adolf the Great: With God and Victorious Arms
1522,Get Out
232417,Druids
36241,"Israeli Independence: The First Arab-Israeli War, 1948-1949"
20966,Queen of the Cupcakes
170437,The Curse of the Black Dice
216640,The Banishing
154498,Till Dawn
294484,Unmatched: Cobble & Fog
12282,"Grand Illusion: Mirage of Glory, 1914"
284333,Yggdrasil Chronicles
14441,Kinder Bunnies: Their First Adventure
30287,Ghost for Sale
204728,BattleCON: Trials of Indines
11883,Trivial Pursuit: Volume 6
63758,Mr. Madison's War: The Incredible War of 1812
158978,Adventure Time Card Wars: Princess Bubblegum vs. Lumpy Space Princess
388,Finale
515,6-Tage Rennen
109252,Creature Clash! Card Game
140101,Fantasy Frontier
287938,Kitchen Rush (Revised Edition)
166776,Skull Tales
803,Dragonhunt
3676,Global Pursuit
242324,Stew
172008,Critical Mass: Patriot vs Iron Curtain
27948,Beppo der Bock
30216,The Great War in Europe: Deluxe Edition
144988,Lords of War:  Elves versus Lizardmen
57759,Filipino Fruit Market
73650,Porto Carthago
473,OlÃ©!
36480,Crown of Roses
8160,Illuminati: Crime Lords
127994,Heroes of Metro City
67361,Rails of New England
162114,Hamsterbacke
73472,Pirates vs. Dinosaurs
77076,Loch Ness
29736,Little Italy
221643,Strawberry Ninja
178494,Dutch Blitz: Blue Expansion Pack
5447,Wealth of Nations
40638,Risk: Halo Wars Collector's Edition
37362,Robot Master
2667,What Were You Thinking?
32260,The Club
200610,Million Dollars But... The Game
2003,Spectrangle
212662,The Red Dragon Inn 6: Villains
31512,Habitat
86177,Genesis: Empires and Kingdoms of the Ancient Middle East
285905,Marvel: Crisis Protocol
6460,The Testimony of Jacob Hollow
223950,Fantasy Defense
2613,Intruder
257063,SiegeStorm: SiegeMode
198408,Gekido: Bot Battles
487,Power
247313,Woodlands
2080,Central America
229713,War Room
28436,Deutschland: Finden Sie Minden
156175,Championship Formula Racing
2396,Ur: 1830 BC
241245,Get the MacGuffin
1844,Battle of Britain
3625,DeathMaze
138614,Relic Expedition
8957,Renegade Legion: Centurion â€“ Blood & Steel
171620,Thieves!
219475,Axio
116981,Star Wars: Battle of Hoth
206266,Vikingar: The Conquest of Worlds
230765,Side Effects
3658,Cube Farm
32969,Innsmouth Escape
129368,Amber
129156,Battles of the Bulge: Celles
185154,Wizard School
8284,Assault: Tactical Combat in Europe â€“ 1985
180921,LutÃ¨ce
87893,Take It or Leave It
41054,You Robot
446,Avalanche
81850,Trigger!
117992,Shrimp
27609,Numbers League: Adventures in Addiplication
12956,FutuRisiKo
206471,Eternity
101929,Sergeants Miniatures Game: Day of Days
9388,Knock!  Knock!
1205,Luxor
1352,Bali
195484,Ominoes
54372,Erosion
247724,"Smash Up: Oops, You Did It Again"
39045,Heroes Of The World
459,Ausgebremst
10140,The Scrambled States of America: Deluxe Edition
266445,Sherlock: Propagation
182194,AYA
1326,MacGregor
23181,The Da Vinci Code Board Game: The Quest for the Truth
231639,Harvest Island
3966,The Succession Wars
283718,Deckscape: The Curse of the Sphinx
130240,Monopoly Millionaire
10789,Pitch
1312,Nur Peanuts!
2464,Swords & Sorcery: Quest and Conquest in the Age of Magic
82216,Trivial Pursuit Steal Card Game
207487,Freak Shop
17521,Golf
217466,Mafiozoo
122313,The Doge Ship
29020,Party & Co: Extreme
27574,Island Fortress
206928,The Architects of the Colosseum
2409,Duell
3851,Dune CCG
278751,In Front of the Elevators
39328,Baltic Gap: Summer 1944
2740,Jumbo Jet
175224,Rumpelstiltskin
27789,Rotterdam
203042,Microworld
6711,Hit the Deck
145578,CLUE: The Big Bang Theory
178153,100 Swords: The Red Dragon's Dungeon
230650,Table Battles
32409,Wiochmen 2
168232,Project Dreamscape
204175,Batman: The Animated Series Dice Game
88406,Astra Titanus
2970,Squatter
2881,Panzer Grenadier
27490,Bloom
17922,Anno Domini: Deutschland
30878,Power & Weakness
4329,Drake & Drake
192824,GYM
35556,Mini Make 'n' Break
264476,Rangers of Shadow Deep
867,Morisi
232420,Gier
199047,Cobras
4587,Roller Coaster Hippo
46745,Lava Dragon
155322,Hearts of AttrAction
1314,Warhamster Rally
104063,Let's Take a Hike
5021,The Struggle of Nations
102144,Perplexus Epic
10183,Napoleon at Leipzig
162865,"I, Spy"
198455,Mystic ScROLLS
42980,Myth: Pantheons
15548,Trivial Pursuit: DVD â€“ The Lord Of The Rings Trilogy Edition
98529,Disney Pixar Cars 2 Sorry Sliders: World Grand Prix Race Edition
133747,Bauhaus
252402,Kodama Duo
279537,The Search for Planet X
31145,Are You Smarter Than a 5th Grader?
3248,Citadel of Blood
259038,Bastille
33924,Nightfighter
296912,Fort
230667,Itchy Feet: the Travel Game
1449,Kings Cribbage
166569,House of Borgia
226445,The Big Score
119899,Gunrunners
256297,Transformers Trading Card Game
65582,Regatta
577,Parts Unknown
68083,Gold Mine
2979,Bionicle Adventure Game: Quest For Makuta
117555,CLACK!
247704,Quartermaster General: The Cold War
2901,GolfMania
290359,Undaunted: North Africa
29351,Durak
198,Buried Treasure
65556,Sumo Ham Slam
102681,21 Mutinies: Arrr! Edition
26961,Moai
230275,Who Should We Eat?
228051,"Warhammer 40,000: Heroes of Black Reach"
6800,"Win, Lose or Draw"
107464,Kabuki
37982,God Dice
3705,Contraband
252985,"Legendary: A Marvel Deck Building Game â€“ Marvel Studios, Phase 1"
255658,Talisman: Legendary Tales
192286,SOL
4255,"Ney vs. Wellington: The Battle of Quatre Bras â€“ June 16, 1815"
5511,Southern Front: Race for the Turkish Straits
137744,Tessen
99630,Rolling Stock
26747,Space Junkyard
76207,Blockade Runner
38904,Wind River
113,Mit List und TÃ¼cke
30239,Der Goldene Kompass
252197,One Week Ultimate Werewolf
1738,Castle of Magic
34639,The Dungeon of D
163175,Yashima: Legend of the Kami Masters
226176,Fallout: Wasteland Warfare
259809,Sonar Family
255360,Bargain Basement Bathysphere
148494,"1,2,3! Now you see me..."
225214,Legendary Forests
167828,Roll Through the Ages: The Iron Age with Mediterranean Expansion
184866,Wings for the Baron (Second Edition)
20790,You've Been Sentenced!
19484,Wiochmen Rejser
87120,Vintage
220598,Ladder 29
169675,L'osti d'jeu
104234,Sour Apples to Apples
202490,Chickapig
160608,Dungeon Bazar
6202,The Rise of the Roman Republic
148759,Time Masters
128011,Extra! Extra!
264321,Dead Man's Cabal
18580,Skallywaggs
162660,Secret Moon
261145,Detective Stories: Case 1 â€“ The Fire in Adlerstein
85652,Dystopian Wars
237174,"So Long, My World"
144789,The Sheep Race
301919,Pandemic: Hot Zone â€“ North America
602,Career Poker
173075,Disturbed Friends
153991,Salvation Road
148381,Ikonikus
142401,Dwarven Miner
153225,Pick-a-Seal
22733,Uglydoll Card Game
146035,Eggs of Ostrich
9794,Rummoli
83092,303
41095,Clue: Secrets & Spies
259537,Saint Seiya: Deckbuilding
158268,Karma
231,Geronimo
173875,Superfight: The Loot Crate Deck
187777,Endure the Stars
269618,Crystallo
188601,Spoilers: The Game
39914,Zombiegeddon
279306,1987 Channel Tunnel
41612,Struggle for the Galactic Empire
158753,Clash of Rage
7270,GOLO
2817,Delta V
154343,Sorry! with Fire & Ice Power-ups
9666,Greed Quest
194233,Cartoon Network Crossover Crisis Deck-Building Game
144865,Sushi Draft
192984,Revenge of the Dictators
209886,Las Vegas: The Card Game
249410,U.S. Telegraph
40550,Star Trek Customizable Card Game (Second Edition)
28238,Kitty Bitty
215614,Khan of Khans
137872,EONS
2766,Jeopardy!
243435,Verflucht!
254193,Fantastic Beasts: Perilous Pursuit
17533,The New Easy to Master Dungeons & Dragons
7307,Cranium Hullabaloo
214996,"Silver Bayonet: The First Team in Vietnam, 1965 (25th Anniversary Edition)"
56320,Spearpoint 1943
1833,The Willow Game
3090,Doctor Who: The Game of Time & Space
169475,Ghostel
109215,Gunship: First Strike!
60035,Ants!
202737,Are You Dumber Than a Box of Rocks?
207919,Hounded
21389,Happy Families
225317,Halloween
176146,The Lamps Are Going Out
257160,Thieves Den
147104,Wooolf!!
147241,Oaxaca: Crafts of a Culture
37305,Halo Interactive Strategy Game
3183,Car Wars (Fifth Edition)
182635,Mr Lister's Quiz Shootout
228943,Barbaria
118703,20th Century Limited
31159,Piratatak
7400,LEGO Creator
2957,Trivial Pursuit: The 1980's
283797,Exit: The Game â€“ The Stormy Flight
17857,18Scan
217099,Seeders from Sereis: Exodus
271043,UNDO: Blood in the Gutter
189890,Scrimish Card Game
231962,Krazy Wordz: Family Edition
28574,Magiczny Miecz
196712,Battlestations: Second Edition
416,A to Z
4479,Ratrace
5357,Von Manstein's Backhand Blow
11028,Lotto
94837,Scotland Yard: Hunting Mister X
119464,Tier auf Tier: Jetzt geht's rund!
182638,Harald
13676,The Perfect 10
20761,Ausgerechnet Buxtehude
89340,Name 5
5699,"Afrika: The Northern African Campaign, 1940-1942"
133671,A Fool's Fortune
1566,Simply Cosmic
158851,Play Me: Alice in Wonderdice
558,Der weiÃŸe Lotus
281194,Flick of Faith
69130,Next War: Korea
23311,Carrousel
166280,DragonFlame
12623,UWO
32154,Down Under
126443,The Lord of the Rings: The Battle for Middle-Earth
429,Magalon
26952,International Checkers
5468,Snap: The Interlocking Dragon-Making Game
10196,Farlander
9346,Daimyo
153480,Scharfe Schoten
249039,5 Minute Chase
5677,A Bridge Too Far: Arnhem
174182,Force of Will
122913,Samurai Battles
90050,Eleminis
285554,Fire!
8860,Cranium Conga
1823,1829
183578,Wing Leader: Supremacy 1943-1945
39210,Tier auf Tier: Das Duell
212376,Stroop
55315,Maus au Chocolat
32143,Kazaam
180543,"Exceed: Red Horizon â€“ Reese, Heidi, Nehtali, and Vincent"
103061,Carnac
195981,BEEEEES!
131121,Equinox
7601,Urban Myth
247935,Tramways Engineer's Workbook
237023,Era of Kingdoms
189160,Top That!
40667,Ring-O Flamingo
154939,MERCS: Recon â€“ Counter Threat
236360,Don't Drop the Soap
2866,The London Game
191932,Exposed
206169,Slide Blast
1304,Credo!: the Game of Dueling Dogmas
536,Visionary
67486,Bubble Talk
168230,The Supershow
211734,Master of Respect
283211,Harry Potter: Death Eaters Rising
2812,Platoon
136249,Voodoo Mania
158548,Isaribi
1901,Star Fleet Battle Force
197101,Of Dreams & Shadows
1773,Dawn of the Dead
4724,The Lord of the Rings: The Fellowship of the Ring
1383,Ab in den Pool!
265260,Revolution of 1828
13928,Chinagold
169697,Heldentaufe
5607,Battle of the Bulge
49435,Penny Arcade: The Card Game
74233,Fictionaire
33759,Omega Centauri
206805,"Agricola, Master of Britain"
2857,Jungle Jam
2581,Kismet
34659,The Spanish Civil War 1936-1939
2520,Renegade Legion: Interceptor
141725,Justice League: Axis of Villains Strategy Game
120580,Battleship: Hidden Threat
172969,Pixel Tactics 5
308,Santa Fe
1543,Dragon Quest
93563,Whitewater
474,Cold War
127129,Batman: Arkham City Escape
256876,Football Highlights 2052
158883,Norsaga
39932,Chariots of Fire
159003,Raid & Trade
182352,Exodus Fleet
20077,Kutuzov
4352,Fightball
20090,Double Agent
158791,Dodekka
211,Times to Remember
230361,Mars Open: Tabletop Golf
19508,Igels: Das Kartenspiel
30741,"Surf's Up, Dude!"
4091,Adeptus Titanicus
2353,Muscat
7290,Dynasty League Baseball
98960,Rogue Agent
148764,Feuerdrachen
40759,Cartagena: Die Meuterei
188021,Doughnut Drive-Thru
149910,Six Making
7584,Electric Football
53103,Aladdin's Dragons
94396,It Never Snows
3992,Advanced Tobruk
159910,The King of Frontier
241796,Nut So Fast
267314,My First Castle Panic
540,Sisimizi
4421,Ad Acta
2119,221B Baker St.: Sherlock Holmes & the Time Machine
119622,Massilia
87200,Dragon Valley
34152,Grind
820,Axiom
173800,Adorable Pandaring
4086,"Napoleon at Bay: The Campaign in France, 1814"
22359,Steel Wolves: The German Submarine Campaign Against Allied Shipping â€“ Vol 1
83919,Scattergories Categories
1698,X-Men: Under Siege
42688,Hibernia
172158,Oath of the Brotherhood
11187,Advanced Dungeons & Dragons Battlesystem
486,Barnyard Buddies
132019,Blood & Roses
99078,Divided Republic
15271,Contrario
144499,Pasha
1178,Sphinx
11412,Wallamoppi
209289,The Treasure of Isla Tortuga
8497,Torches & Pitchforks
111999,Pharaoh Code
1235,Yellowstone
13493,Bell-Bottomed Badassses on the Mean Streets of Funk
109801,Sticky Stickz
59161,Sitting Ducks Deluxe
39994,Cranium Party Playoff
207783,POW!
191049,Smugglers
177698,Karnivore Koala
181385,Retro Loonacy
637,The Stock Car Championship Racing Card Game
17382,History of the Roman Empire
32016,Gumball Rally
231939,The Oregon Trail: Hunt for Food Card Game
238889,Tales of the Northlands: The Sagas of Noggin the Nog
5233,The Great Battles of Alexander
205226,Chocobo's Crystal Hunt
121787,RYÅª
221233,Star Cartel
428,Galopp Royal
2693,Bottle Topps
46586,Ratuki
7576,Thingamajig
2412,Word Thief
206299,Eschaton
1875,Isolation
205420,Gooseberry
1161,Perquackey
24998,Tiki Mountain!
11274,Devil's Horsemen
188018,Nine Tiles
38355,Scene It? Star Trek
69105,Toledo 1085
175510,Soulfall
158916,TAJ
5985,Miscellaneous Game Accessory
7803,O'NO 99
40503,Birds on a Wire
246938,Wonderland
152952,Hawken: Real-Time Card Game
29017,Dschungelschatz
179794,Me Want Cookies!
8996,Pictionary Junior
702,Wabbit Wampage
38429,Cornerstone
67285,Armorica
49261,Kraby
33767,Yavalath
27965,"The Tide at Sunrise: The Russo-Japanese War, 1904-1905"
69318,Perpetual-Motion Machine
175023,Crows Overkill
139,Hoax
28452,Valor & Victory
5241,"Sinai: The Arab-Israeli Wars, '56, '67 and '73"
158812,Shadow Throne
185497,Dwarves in Trouble
38227,Wolsung: The Boardgame
134559,Tower
170951,The Foreign King
240827,Dragons
137140,Wunderland
1519,Kult
287275,OrlÃ©ans Stories
22604,The Halls of Montezuma
276090,Icaion
1883,Cataphract
122327,Pirates of the Spanish Main: Shuffling the Deck
2192,Rivets
285967,Ankh: Gods of Egypt
176564,Scoundrel Society
143782,Global Mogul
193193,Watchmen of Destiny
150690,Templar Intrigue
3758,Triopoly
235544,Specter Ops: Broken Covenant
289,Chariot Lords
156061,Imperialism: Road to Domination
1422,Wadjet
2307,Greyhawk Adventures: Wars
39019,Nothing Gained But Glory
27968,"Red Star Rising: The War in Russia, 1941-1944"
257006,Homebrewers
158917,TKO
47462,Killer Bunnies and the Quest for the Magic Carrot: Remix
671,Bull Run: The First Major Battle of the American Civil War
1709,Trireme
184085,Perfect Alibi
132799,Student Bodies
305682,Rolling Realms
195179,Shiba Inu House
158970,Nautilus Industries
156853,Pirate Den
282291,Escape Tales: Low Memory
299121,Machina Arcana (Second Edition)
4367,Nero
284777,Unmatched: Jurassic Park â€“ InGen vs Raptors
17204,Control Nut!
42617,Dune Express
286827,Decktective: Bloody-Red Roses
4207,Kharkov: The Soviet Spring Offensive 12 May to 21 May 1942
50862,Caligula
8816,Frenzy
246567,Big Monster
2344,Titicaca
17859,Hex Hex Next
103714,The Lord of the Rings: Nazgul
14953,Backpacker
9464,Teenage Mutant Ninja Turtles: Pizza Power Game
127436,Der Hobbit: Eine unerwartete Reise â€“ Das Spiel zum Film
54395,Difference
181390,Buttons
1460,Earthquake
201037,Ghostbusters: Protect the Barrier Game
17451,Wench
220827,Planet Apocalypse
255175,Mutants
38897,Illusio
67148,Ultimate Werewolf: Compact Edition
37184,Dungeons & Dragons Miniatures Game (Second Edition)
181120,Pocket Invaders
40949,Nur die Ziege zÃ¤hlt
3954,Baseball Strategy
25182,24/7: The Game
256478,Flotsam Fight
2521,Nexus
216357,Kiwetin
173759,Cauldron
275067,Key Market (Second Edition)
16153,Labyrinth Treasure Hunt
2878,ThinkBlot
11582,Schnapsen
197285,Merchants & Marauders: Broadsides
129165,Wings of Glory: WW1 Duel Pack
19803,Martian Chess
1470,Venezia
265684,Subtext
1716,Knights of the Air
265204,Pocket Landship
232831,Super Mario Bros. Power Up Card Game
255034,Papua
227466,Break the Code
183643,Jeju Island
282439,Lux Aeterna
12642,Army of Darkness Card Game
192829,SOW
232345,Cahoots
247106,Space Marine Adventures: Labyrinth of the Necrons
10445,Duel Masters Trading Card Game
2457,Torpedo Run!
865,Landslide
129951,Teomachia
22721,Combo King
148740,Scotland Yard Master
36424,"Gulf, Mobile & Ohio"
7182,TimeLine
3352,Gouda! Gouda!
252163,Shardhunters
445,Die Osterinsel
188465,Otrio
2937,Diceland
254017,Lindisfarne
151446,La Fallera Calavera: el joc de cartes valenciÃ 
76436,Bismarck (Second Edition)
55158,Luna Llena: Full Moon
131493,Secret Code 13+4
188390,Enemy Coast Ahead: The Doolittle Raid
222853,Witches of the Revolution
2738,The Gnumies
1378,Odysseus
218957,CafÃ© Fatal
52825,De Kolonisten van de Lage Landen
4386,Fanorona
2446,Chopper Strike
69602,Phase 10: Das Brettspiel
26147,Split Personality
137336,Archer: The Danger Zone! Board Game
227693,Tiny Park
93001,IceDice
169544,Bright Future
32424,1848: Australia
161928,Utter Nonsense
228183,Star Scrappers: Cave-in
88691,The Game of Life: Adventures Card Game
26516,Boxers or Briefs?
129974,"Warhammer 40,000: Dark Vengeance"
6930,Sweden Fights On
172162,Da Luigi
212551,Qwixx: Das Duell
142085,Promised Land: 1250-587 BC
101682,Saints in Armor
256728,Raiatea
147505,Lords & Ladies
61902,Disney Apples to Apples
166650,Gingerdead House
26205,Monopoly: Euro
154904,Easy Breezy Travel Agency
1217,Secret Labyrinth
399,Tom Clancy's Politika
69356,Kalua
99358,Stonewall Jackson's Way II: Battles of Bull Run
7462,Jumpin' Monkeys
140524,The Daedalus Sentence
8003,Warhammer Ancient Battles
248763,Magic: The Gathering â€“ Heroes of Dominaria Board Game
74408,Warhammer: The Island of Blood
993,An den Ufern des Nils
145599,Journey: Wrath of Demons
217554,Dr. Microbe
843,Circus Minimus
1145,City of Chaos
796,Shanghai Trader
182064,Nantucket
37349,Cthulhu Rising
146880,Train Heist
